bank_id,bank_name,region,initial_equity,final_equity,equity_loss,status
3488579,CENTRAL BANK,US,81409000.0,43939589.90127134,37469410.09872866,Distressed
711801,"SAVINGS BANK, THE",US,81251000.0,43817388.25029045,37433611.74970955,Distressed
199463,WESTERN BANK,US,71548000.0,34184911.97328991,37363088.02671009,Distressed
702911,"PEOPLES BANK CO., THE",US,74544000.0,37188910.51448774,37355089.48551226,Distressed
590640,FNB OXFORD BANK,US,99094000.0,61753054.276361704,37340945.723638296,Distressed
3040418,COMMUNITY FEDERAL SAVINGS BANK,US,92108000.0,54800267.73096931,37307732.26903069,Distressed
832546,WEST SHORE BANK,US,73052000.0,35814498.82441282,37237501.17558718,Distressed
1000641,CITIZENS STATE BANK OF NEW CASTLE,US,87961000.0,50748762.50941545,37212237.49058455,Distressed
933041,FARMERS NATIONAL BANK,US,122051000.0,84852272.24058473,37198727.75941527,Distressed
498148,FOCUS BANK,US,100791000.0,63686986.6735481,37104013.3264519,Distressed
806958,MIDWEST BANK,US,86195000.0,49104691.49108821,37090308.50891179,Distressed
899343,WILSON & MUIR BANK & TRUST COMPANY,US,48642000.0,11563591.759699404,37078408.240300596,Distressed
98463,CITIZENS BANK,US,86294000.0,49233003.21828222,37060996.78171778,Distressed
2920773,1ST COLONIAL COMMUNITY BANK,US,83740000.0,46726262.891578555,37013737.108421445,Distressed
238737,"TERRABANK, NATIONAL ASSOCIATION",US,72601000.0,35596822.123741746,37004177.876258254,Distressed
598002,SAVINGS BANK OF WALPOLE,US,61186000.0,24204891.08707422,36981108.91292578,Distressed
689357,NORTHEAST BANK,US,66476000.0,29537029.74314028,36938970.25685972,Distressed
841838,THREAD BANK,US,67415000.0,30544846.46039635,36870153.53960365,Distressed
920854,PIONEER BANK,US,84027000.0,47170892.679085076,36856107.320914924,Distressed
5227101,COMMERCEONE BANK,US,83596000.0,46754377.84210777,36841622.15789223,Distressed
921039,FIRST AMERICAN BANK AND TRUST COMPANY,US,109159000.0,72346787.1124872,36812212.8875128,Distressed
3832127,PROMISEONE BANK,US,68145000.0,31348491.56532669,36796508.43467331,Distressed
785950,LEGACY BANK,US,78157000.0,41387413.484479964,36769586.515520036,Distressed
935250,BLUE RIDGE BANK AND TRUST CO.,US,77520000.0,40905555.92076039,36614444.07923961,Distressed
160360,OREGON PACIFIC BANKING CO. DBA OREGON PACIFIC BANK,US,86685000.0,50073384.67313522,36611615.32686478,Distressed
169756,WESTERN COMMERCE BANK,US,78601000.0,41997968.47344494,36603031.52655506,Distressed
531250,CENTENNIAL BANK,US,85895000.0,49336789.567107856,36558210.432892144,Distressed
934271,CENLAR FSB,US,145305000.0,108937925.43877804,36367074.56122196,Distressed
183770,MECHANICS COOPERATIVE BANK,US,105009000.0,68644656.64796746,36364343.35203254,Distressed
2880019,FINWISE BANK,US,153300000.0,116941070.29475373,36358929.70524627,Distressed
340742,CIBM BANK,US,83233000.0,46884946.3599188,36348053.6400812,Distressed
3394278,SALLIE MAE BANK,US,3018141000.0,2981802752.6988163,36338247.3011837,Safe
326979,GREENFIELD CO-OPERATIVE BANK,US,94788000.0,58644006.70364633,36143993.29635367,Distressed
898850,FIRST LIBERTY BANK,US,94799000.0,58665785.22562626,36133214.77437374,Distressed
961259,"CITIZENS BANK, THE",US,41956000.0,5836490.04316628,36119509.95683372,Distressed
576644,"GREENWOOD'S STATE BANK, THE",US,89361000.0,53254658.37318686,36106341.62681314,Distressed
618740,FIELD & MAIN BANK,US,72380000.0,36311261.271134764,36068738.728865236,Distressed
604024,MINSTER BANK,US,66949000.0,30906988.10391745,36042011.89608255,Distressed
370020,"PENDLETON COMMUNITY BANK, INC.",US,67677000.0,31688100.368334115,35988899.631665885,Distressed
859552,BANK OF THE WEST,US,73411000.0,37512132.728401184,35898867.271598816,Distressed
3729124,FREEDOM BANK,US,78454000.0,42577909.06217766,35876090.93782234,Distressed
524971,WESTBURY BANK,US,70299000.0,34436857.73768103,35862142.26231897,Distressed
2649177,"PITNEY BOWES BANK INC., THE",US,75831000.0,39976417.33454478,35854582.66545522,Distressed
17950,"BANK OF BRIDGER, NATIONAL ASSOCIATION",US,66750000.0,30954284.646896362,35795715.35310364,Distressed
953535,FORTRESS BANK,US,81857000.0,46189261.3060599,35667738.6939401,Distressed
916745,BNA BANK,US,90769000.0,55131792.323070824,35637207.676929176,Distressed
334264,FIRST COMMUNITY BANK,US,62950000.0,27361710.230517983,35588289.76948202,Distressed
3547896,MILLENNIUM BANK,US,79691000.0,44120219.232286155,35570780.767713845,Distressed
737548,BANKIOWA,US,98863000.0,63326798.29148856,35536201.70851144,Distressed
444556,POINTS WEST COMMUNITY BANK,US,67252000.0,31726576.813468277,35525423.18653172,Distressed
805755,FIRST NATIONAL BANK NORTH,US,98146000.0,62624283.454511285,35521716.545488715,Distressed
355120,CAROLINA BANK & TRUST COMPANY,US,103250000.0,67731599.92281276,35518400.07718724,Distressed
56548,DMB COMMUNITY BANK,US,86189000.0,50673916.391114235,35515083.608885765,Distressed
507152,QUAIL CREEK BANK,US,70864000.0,35374765.3352288,35489234.6647712,Distressed
401906,SKOWHEGAN SAVINGS BANK,US,114782000.0,79310908.36770186,35471091.63229814,Distressed
3466988,"FIRST BANK OF GREENWICH, THE",US,71881000.0,36421272.14879364,35459727.85120636,Distressed
629353,FIRST LIBERTY BANK,US,94386000.0,58970410.44015917,35415589.55984083,Distressed
967046,FIRST STATE BANK OF MIDDLEBURY,US,91710000.0,56337865.92922729,35372134.07077271,Distressed
647218,CUMBERLAND VALLEY NATIONAL BANK & TRUST COMPANY,US,72205000.0,36894415.679175675,35310584.320824325,Distressed
3271986,TIMBERLINE BANK,US,57525000.0,22216122.68491906,35308877.31508094,Distressed
764058,HIGHLAND BANK,US,58837000.0,23714674.026878387,35122325.97312161,Distressed
3623110,"AMERICAN PLUS BANK, NATIONAL ASSOCIATION",US,138559000.0,103444477.48170546,35114522.51829454,Distressed
1188772,FIRST COMMUNITY BANK OF TENNESSEE,US,87416000.0,52316596.67543286,35099403.32456714,Distressed
3482111,MRV BANKS,US,90452000.0,55363862.913339406,35088137.086660594,Distressed
944627,"CNB BANK, INC.",US,63885000.0,28864460.34077871,35020539.65922129,Distressed
321947,"FCN BANK, NATIONAL ASSOCIATION",US,58775000.0,23847467.767998695,34927532.232001305,Distressed
3655933,PARTNERS BANK OF CALIFORNIA,US,62150000.0,27262070.301246017,34887929.69875398,Distressed
988153,WESTERN STATE BANK,US,78883000.0,44008433.71763724,34874566.28236276,Distressed
5461,BAC COMMUNITY BANK,US,72487000.0,37614774.75408539,34872225.24591461,Distressed
1002373,SAVERS CO-OPERATIVE BANK,US,79739000.0,44876333.98624861,34862666.01375139,Distressed
797140,"BANK OF NEW GLARUS, THE",US,75860000.0,41077612.027781874,34782387.972218126,Distressed
131436,FIRST BANK,US,75056000.0,40329309.18660998,34726690.81339002,Distressed
242976,BAYVANGUARD BANK,US,190255000.0,155555523.73531938,34699476.264680624,Distressed
2634191,GLACIER BANK,US,3605942000.0,3571259069.702341,34682930.29765892,Safe
416674,"KS BANK, INC.",US,62604000.0,28021039.07020572,34582960.92979428,Distressed
900146,CUSB BANK,US,90918000.0,56397905.65315622,34520094.34684378,Distressed
3428258,DR BANK,US,74201000.0,39700121.66066781,34500878.33933219,Distressed
999935,FIRST CENTURY BANK,US,67938000.0,33473797.898355007,34464202.10164499,Distressed
126834,CITIZENS BANK,US,106358000.0,71941057.57165131,34416942.42834869,Distressed
580155,PLATTE VALLEY BANK,US,69775000.0,35385662.293102056,34389337.706897944,Distressed
1222948,PRAIRIE STATE BANK & TRUST,US,97510000.0,63163142.35031679,34346857.64968321,Distressed
2835103,FREEDOM BANK OF SOUTHERN MISSOURI,US,69214000.0,34884797.666863054,34329202.333136946,Distressed
311845,ARVEST BANK,US,2222422000.0,2188109220.37479,34312779.62520981,Safe
4457536,THRIVENT BANK,US,342229000.0,307916672.63792646,34312327.36207354,Distressed
3314043,FIRST RESOURCE BANK,US,64177000.0,29961240.391411304,34215759.608588696,Distressed
972862,PLAINS STATE BANK,US,146902000.0,112798268.7397722,34103731.2602278,Distressed
2661861,PEOPLE'S BANK OF COMMERCE,US,111170000.0,77067780.65914494,34102219.34085506,Distressed
814430,CITY NATIONAL BANK OF FLORIDA,US,2815906000.0,2781826259.802141,34079740.19785881,Safe
505550,HIAWATHA NATIONAL BANK,US,80268000.0,46228305.840946615,34039694.159053385,Distressed
637170,AMERICAN FEDERAL BANK,US,74843000.0,40916748.565494984,33926251.434505016,Distressed
288853,FIRSTBANK,US,1786415000.0,1752505321.759964,33909678.24003601,Safe
532042,ROYAL BANK,US,82817000.0,49021163.80429217,33795836.19570783,Distressed
271529,COUNTYBANK,US,43920000.0,10146013.47780788,33773986.52219212,Distressed
780722,HEBRON SAVINGS BANK,US,100114000.0,66366789.08218324,33747210.91781676,Distressed
1017939,UNITED COMMUNITY BANK,US,3381511000.0,3347769335.08733,33741664.912670135,Safe
3297490,HARMONY BANK,US,123013000.0,89290272.42170304,33722727.57829696,Distressed
108951,RELIABANK DAKOTA,US,55371000.0,21655295.531047434,33715704.46895257,Distressed
709639,MACON BANK AND TRUST COMPANY,US,56438000.0,22730098.985874444,33707901.014125556,Distressed
671147,PRIMEBANK,US,79512000.0,45810731.92247751,33701268.07752249,Distressed
285852,FIRST OPTION BANK,US,47631000.0,13962360.11797309,33668639.88202691,Distressed
763930,FARMERS & MERCHANTS BANK,US,64674000.0,31030428.716605037,33643571.28339496,Distressed
408875,"AXIOM BANK, NATIONAL ASSOCIATION",US,90659000.0,57032888.94678053,33626111.05321947,Distressed
483274,FIRST SAVINGS BANK OF HEGEWISCH,US,117446000.0,84005708.71484968,33440291.28515032,Distressed
179700,CLINTON SAVINGS BANK,US,62151000.0,28730266.123510063,33420733.876489937,Distressed
812436,ITASCA BANK & TRUST CO.,US,71385000.0,37991675.7585901,33393324.241409898,Distressed
166652,ALLIANCE BANK,US,75877000.0,42504647.54343778,33372352.45656222,Distressed
339072,"COLONIAL SAVINGS, FA",US,252308000.0,218944475.20171082,33363524.79828918,Distressed
3267738,VALLIANCE BANK,US,77453000.0,44103472.64880699,33349527.35119301,Distressed
5192496,ENDEAVOR BANK,US,77170000.0,43881242.053272575,33288757.946727425,Distressed
100777,CFSBANK,US,74258000.0,41063566.3134945,33194433.686505497,Distressed
696430,HOME STATE BANK/NATIONAL ASSOCIATION,US,79390000.0,46206198.5206964,33183801.4793036,Distressed
475354,FARMERS STATE BANK,US,51633000.0,18493629.441617906,33139370.558382094,Distressed
1007154,PROGRESSIVE BANK,US,73165000.0,40041480.20923543,33123519.79076457,Distressed
951102,MONSON SAVINGS BANK,US,69483000.0,36401423.77893087,33081576.221069127,Distressed
583754,BANK OF HOUSTON,US,93863000.0,60818782.8189154,33044217.181084603,Distressed
493844,FRANKLIN BANK & TRUST COMPANY,US,100345000.0,67333118.38485497,33011881.615145028,Distressed
353238,CENTRAL STATE BANK,US,67685000.0,34692236.849181324,32992763.150818676,Distressed
504311,"GENOA BANKING COMPANY, THE",US,50879000.0,17978220.07295513,32900779.92704487,Distressed
1015252,LEA COUNTY STATE BANK,US,48101000.0,15221630.802136898,32879369.197863102,Distressed
2797162,SAUK VALLEY BANK & TRUST COMPANY,US,57207000.0,24384010.76326236,32822989.23673764,Distressed
872047,DECORAH BANK AND TRUST COMPANY,US,77787000.0,44978349.61150706,32808650.38849294,Distressed
929932,MIDSOUTH BANK,US,59488000.0,26787720.090417743,32700279.909582257,Distressed
400141,"FNB BANK, INC.",US,58584000.0,25888841.107648045,32695158.892351955,Distressed
2539960,PREMIER BANK,US,74370000.0,41680108.43965629,32689891.560343713,Distressed
262741,FARMERS BANK & TRUST COMPANY,US,64901000.0,32230568.305131227,32670431.694868773,Distressed
680130,CITIZENS TRUST BANK,US,97559000.0,64890128.9960967,32668871.0039033,Distressed
639549,FIRST CENTRAL STATE BANK,US,92876000.0,60265020.87659481,32610979.12340519,Distressed
803649,GREEN BELT BANK & TRUST,US,66879000.0,34284895.847658366,32594104.152341634,Distressed
659855,FIRST INTERSTATE BANK,US,3387537000.0,3354945743.6271877,32591256.37281227,Safe
853804,"BANK OF CANTON, THE",US,110066000.0,77476334.06259125,32589665.937408745,Distressed
583268,SCHERTZ BANK & TRUST,US,102402000.0,69834281.27929237,32567718.720707625,Distressed
3349241,FIRST RESOURCE BANK,US,57968000.0,25442761.33650711,32525238.66349289,Distressed
2917317,AXOS BANK,US,2534572000.0,2502061429.6655846,32510570.334415436,Safe
163857,F&M BANK,US,92037000.0,59557899.26317206,32479100.73682794,Distressed
660927,HARFORD BANK,US,69527000.0,37052288.70651224,32474711.293487757,Distressed
625159,COMMERCE BANK,US,70889000.0,38426091.4319382,32462908.5680618,Distressed
487357,TOWN & COUNTRY BANK,US,73607000.0,41150968.226504475,32456031.773495525,Distressed
738143,PROSPECT BANK,US,40333000.0,7892477.592973322,32440522.40702668,Distressed
410917,"CITIZENS NATIONAL BANK OF SOMERSET, THE",US,37949000.0,5532424.444973826,32416575.555026174,Distressed
580548,BANK OF LUXEMBURG,US,55322000.0,22929078.66741833,32392921.33258167,Distressed
3538009,PLATINUM BANK,US,55854000.0,23463809.876607805,32390190.123392195,Distressed
328357,"TITAN BANK, N.A.",US,179652000.0,147273758.9168118,32378241.083188206,Distressed
2794732,OPTUS BANK,US,93557000.0,61188464.463752866,32368535.536247134,Distressed
757377,LIBERTY BANK FOR SAVINGS,US,200729000.0,168365292.85142708,32363707.14857292,Distressed
947749,"NORTH SALEM STATE BANK, THE",US,62727000.0,30377241.52693045,32349758.47306955,Distressed
252041,CITY STATE BANK,US,70704000.0,38397404.3864426,32306595.6135574,Distressed
656377,WAFD BANK,US,3042944000.0,3010665558.3339424,32278441.666057587,Safe
228158,FIRST MIDWEST BANK OF THE OZARKS,US,77103000.0,44884534.65439564,32218465.34560436,Distressed
264455,FIRST STATE BANK,US,78808000.0,46595484.788701296,32212515.211298704,Distressed
3348468,PEACH STATE BANK & TRUST,US,75013000.0,42827601.794225246,32185398.205774754,Distressed
472616,FIRST NATIONAL BANK OF SCOTIA,US,63687000.0,31560420.334984183,32126579.665015817,Distressed
870539,"PEOPLES BANK, BILOXI, MISSISSIPPI, THE",US,99198000.0,67081369.73988867,32116630.260111332,Distressed
10250,"BANK OF ELK RIVER, THE",US,46148000.0,14076385.919922233,32071614.080077767,Distressed
857811,MAUCH CHUNK TRUST COMPANY,US,-701000.0,-32717404.637176335,32016404.637176335,Default
124344,BANK OF SUN PRAIRIE,US,72213000.0,40201911.466424584,32011088.533575416,Distressed
779650,CHIPPEWA VALLEY BANK,US,62699000.0,30695373.520102948,32003626.479897052,Distressed
2775179,COMMUNITY FIRST BANK,US,66962000.0,34965347.857854635,31996652.142145365,Distressed
34742,FIRST WESTERN BANK,US,65624000.0,33655001.35089797,31968998.649102032,Distressed
556459,"KLEBERG BANK, N.A.",US,67276000.0,35308757.12823409,31967242.87176591,Distressed
242257,PEOPLES SAVINGS BANK,US,68074000.0,36151968.3946383,31922031.6053617,Distressed
645625,"WESBANCO BANK, INC.",US,4106171000.0,4074271129.970497,31899870.02950287,Safe
911160,PILGRIM BANK,US,67655000.0,35776716.51326251,31878283.48673749,Distressed
147923,BANK OF OCEAN CITY,US,71106000.0,39245371.82980874,31860628.17019126,Distressed
833749,WOODTRUST BANK,US,71564000.0,39725172.73173177,31838827.268268228,Distressed
268677,CARVER FEDERAL SAVINGS BANK,US,50655000.0,18843387.280441135,31811612.719558865,Distressed
73116,ARTISANS' BANK,US,64810000.0,33033258.96919954,31776741.03080046,Distressed
429021,QUEENSTOWN BANK OF MARYLAND,US,73762000.0,42018472.423807174,31743527.576192826,Distressed
791821,"NATIONAL CAPITAL BANK OF WASHINGTON, THE",US,76323000.0,44602443.843954325,31720556.156045675,Distressed
215345,MANUFACTURERS BANK & TRUST COMPANY,US,77076000.0,45411531.17552376,31664468.824476242,Distressed
317258,WEST PLAINS BANK AND TRUST COMPANY,US,49913000.0,18267259.467108667,31645740.532891333,Distressed
561864,SOUTHWEST BANK,US,77755000.0,46146618.50709319,31608381.49290681,Distressed
20857,FM BANK,US,51330000.0,19728885.474400938,31601114.525599062,Distressed
376442,FIRST BANK,US,89483000.0,57988987.89190227,31494012.108097732,Distressed
1011955,FIRST UNITED BANK,US,73406000.0,41919791.34672922,31486208.65327078,Distressed
550635,HICKORY POINT BANK AND TRUST,US,75856000.0,44387056.49053416,31468943.509465843,Distressed
609609,"HANA BANK USA, NATIONAL ASSOCIATION",US,112095000.0,80640346.56718615,31454653.432813853,Distressed
333856,GRANDVIEW BANK,US,72998000.0,41545882.690004945,31452117.309995055,Distressed
57451,DAIRY STATE BANK,US,76310000.0,44871343.64958167,31438656.35041833,Distressed
764030,AMERIS BANK,US,4001678000.0,3970254692.3178806,31423307.68211937,Safe
3437148,FIRST FREEDOM BANK,US,88943000.0,57541702.689566135,31401297.310433865,Distressed
3039636,MISSION VALLEY BANK,US,73120000.0,41833511.01870918,31286488.981290817,Distressed
709143,MIDWEST BANK,US,56925000.0,25681917.736184657,31243082.263815343,Distressed
153054,"NORTHWESTERN BANK, THE",US,66848000.0,35651006.89125693,31196993.10874307,Distressed
536527,INDUSTRIAL BANK,US,107351000.0,76219214.51065552,31131785.489344478,Distressed
906241,"MALVERN NATIONAL BANK, THE",US,65016000.0,33898797.21686357,31117202.783136427,Distressed
228000,FRANKLIN SAVINGS BANK,US,132795000.0,101700134.60630599,31094865.393694013,Distressed
749242,RENASANT BANK,US,3986285000.0,3955239858.7955284,31045141.204471588,Safe
591366,"FIRST NATIONAL BANK OF SONORA, THE",US,51277000.0,20239148.598136127,31037851.401863873,Distressed
3470239,"AMERIPRISE BANK, FSB",US,1586455000.0,1555456308.5222244,30998691.477775574,Safe
413646,"FIRST NEIGHBOR BANK, NATIONAL ASSOCIATION",US,73483000.0,42492018.098691165,30990981.901308835,Distressed
326344,"PEOPLES STATE BANK OF NEWTON, ILLINOIS, THE",US,66781000.0,35797528.923962176,30983471.076037824,Distressed
44741,CITIZENS BANK,US,64045000.0,33116104.33615887,30928895.66384113,Distressed
3340725,QUONTIC BANK,US,82997000.0,52103658.82721466,30893341.17278534,Distressed
729011,"COMMUNITY BANK, THE",US,66633000.0,35769311.955557436,30863688.044442564,Distressed
3034257,FIRST COMMUNITY BANK OF CENTRAL ALABAMA,US,41437000.0,10655394.546019495,30781605.453980505,Distressed
2332910,FIRST COMMERCIAL BANK (U.S.A),US,189270000.0,158489077.3483169,30780922.651683092,Distressed
855741,BANKORION,US,53802000.0,23031416.925962746,30770583.074037254,Distressed
301574,LAKE SHORE BANK,US,114056000.0,83336724.64145064,30719275.358549356,Distressed
598048,"STEPHENSON NATIONAL BANK AND TRUST, THE",US,60951000.0,30294688.76758635,30656311.23241365,Distressed
69678,BAKER BOYER NATIONAL BANK,US,57534000.0,26882809.784816682,30651190.215183318,Distressed
448554,SAGE CAPITAL BANK,US,75209000.0,44563857.46230763,30645142.537692368,Distressed
1481745,PREMIER BANK MINNESOTA,US,75382000.0,44810161.16608924,30571838.833910763,Distressed
573036,OCONEE STATE BANK,US,63952000.0,33468047.57607895,30483952.42392105,Distressed
4845861,PRIMARY BANK,US,109661000.0,79199092.33596534,30461907.664034665,Distressed
922559,UNITED VALLEY BANK,US,76068000.0,45618285.23413265,30449714.765867352,Distressed
852973,"PIONEER TRUST BANK, NATIONAL ASSOCIATION",US,104384000.0,74033389.11043626,30350610.88956374,Distressed
3451050,RIVER VALLEY COMMUNITY BANK,US,57427000.0,27092776.36557305,30334223.63442695,Distressed
331713,NEW TRIPOLI BANK,US,48297000.0,17974871.720554978,30322128.279445022,Distressed
2354985,CUSTOMERS BANK,US,2076393000.0,2046111920.0414066,30281079.95859337,Safe
3015939,AMG NATIONAL TRUST BANK,US,112145000.0,81882324.29201859,30262675.707981408,Distressed
3404999,FLAGSHIP BANK,US,92051000.0,61789933.75457662,30261066.245423377,Distressed
869663,CITIZENS 1ST BANK,US,143450000.0,113213953.5816159,30236046.418384105,Distressed
256058,AMERICAN NATION BANK,US,62424000.0,32193757.40114352,30230242.59885648,Distressed
71457,BRUNING BANK,US,54509000.0,24313531.54671657,30195468.45328343,Distressed
450632,FIRST NATIONAL COMMUNITY BANK,US,92419000.0,62230993.600394964,30188006.399605036,Distressed
659341,"CONSTITUTION BANK, NATIONAL ASSOCIATION",US,55800000.0,25619992.14159268,30180007.85840732,Distressed
3537897,COMMENCEMENT BANK,US,57467000.0,27293137.362269044,30173862.637730956,Distressed
2316714,TIME BANK,US,90968000.0,60802672.390986085,30165327.609013915,Distressed
770853,FIRST MIDWEST BANK OF DEXTER,US,62256000.0,32102133.715263307,30153866.284736693,Distressed
3357385,BANK OF SAN FRANCISCO,US,80614000.0,50483202.67859578,30130797.32140422,Distressed
434203,"FIRST HOPE BANK, A NATIONAL BANKING ASSOCIATION",US,59340000.0,29210519.511597842,30129480.488402158,Distressed
254849,FIRST INDEPENDENCE BANK,US,82058000.0,51940224.69383842,30117775.306161582,Distressed
1007734,BARWICK BANKING COMPANY,US,56173000.0,26085219.2233299,30087780.7766701,Distressed
514655,"TEXAS GULF BANK, NATIONAL ASSOCIATION",US,78960000.0,48898946.05611259,30061053.943887413,Distressed
495419,"CITIZENS BANK OF KENTUCKY, INC",US,86000000.0,55973134.94257361,30026865.057426393,Distressed
775054,"EASTERN COLORADO BANK, THE",US,72361000.0,42342328.570142,30018671.429858,Distressed
380533,LONGVIEW BANK,US,54992000.0,25036585.325833827,29955414.674166173,Distressed
128904,EASTERN BANK,US,3525996000.0,3496067864.549242,29928135.45075798,Safe
481627,"CITIZENS BANK OF WEST VIRGINIA, INC.",US,72023000.0,42097726.17010331,29925273.82989669,Distressed
2806635,YAMPA VALLEY BANK,US,55474000.0,25576087.033590674,29897912.966409326,Distressed
111942,FORTIFI BANK,US,87689000.0,57804840.62272334,29884159.37727666,Distressed
2605566,EAGLEMARK SAVINGS BANK,US,149901000.0,120035373.8279376,29865626.172062397,Distressed
2997748,"FIRST CENTURY BANK, NATIONAL ASSOCIATION",US,127747000.0,97903369.81623137,29843630.18376863,Distressed
815277,QUAINT OAK BANK,US,66877000.0,37071850.60284728,29805149.397152722,Distressed
66275,FIRST SOUTHERN BANK,US,66831000.0,37044920.295580864,29786079.704419136,Distressed
655839,CCB COMMUNITY BANK,US,62595000.0,32814919.201479137,29780080.798520863,Distressed
212018,PENNIAN BANK,US,47431000.0,17714858.759468347,29716141.240531653,Distressed
204004,PROVIDENT BANK,US,3105919000.0,3076250578.3201666,29668421.679833412,Safe
408307,ATHOL SAVINGS BANK,US,73247000.0,43596017.607274204,29650982.392725796,Distressed
76854,GRAND BANK,US,62336000.0,32691260.37113589,29644739.62886411,Distressed
904171,INFIRST BANK,US,58117000.0,28491720.23661083,29625279.76338917,Distressed
145844,"FOUNTAIN TRUST COMPANY, THE",US,66042000.0,36417988.29802024,29624011.701979756,Distressed
721350,BANKNORTH,US,74020000.0,44409400.4860042,29610599.513995796,Distressed
596156,CAPITAL BANK,US,67729000.0,38157368.98854679,29571631.01145321,Distressed
884358,FIRST STATE BANK OF LIVINGSTON,US,88984000.0,59435145.32232329,29548854.677676708,Distressed
2732,"ALBANY BANK & TRUST CO., NATIONAL ASSOCIATION",US,121322000.0,91775583.90195674,29546416.098043263,Distressed
80150,FIRST FIDELITY BANK,US,58008000.0,28558883.229331613,29449116.770668387,Distressed
984258,FIRST NATIONAL BANK AND TRUST COMPANY OF ARDMORE,US,65275000.0,35855633.90085971,29419366.099140286,Distressed
2903123,BANK OF OAK RIDGE,US,76848000.0,47475942.34574866,29372057.654251337,Distressed
257578,FIRST FEDERAL SAVINGS BANK,US,60846000.0,31483794.207467854,29362205.792532146,Distressed
198149,ABBYBANK,US,48508000.0,19162522.86375338,29345477.13624662,Distressed
339456,FIRST COMMUNITY BANK,US,70937000.0,41592254.43764341,29344745.56235659,Distressed
788773,HOMETOWN BANK,US,48386000.0,19085685.358564973,29300314.641435027,Distressed
697156,HOMEBANK,US,63646000.0,34374411.82664704,29271588.173352957,Distressed
97943,MARION COUNTY STATE BANK,US,60409000.0,31152774.8783378,29256225.1216622,Distressed
698649,THUMB BANK & TRUST,US,63532000.0,34294503.16992271,29237496.83007729,Distressed
997847,BANK OF PRAIRIE DU SAC,US,91488000.0,62257672.5940451,29230327.405954897,Distressed
239659,FIRST BANK,US,92939000.0,63711745.204383224,29227254.795616776,Distressed
262358,AMERICAN STATE BANK,US,76384000.0,47238340.078918636,29145659.921081364,Distressed
87579,"MIDDLESEX FEDERAL SAVINGS, F.A.",US,55558000.0,26419850.904189646,29138149.095810354,Distressed
86349,UNION BANK,US,75753000.0,46658940.42396253,29094059.576037467,Distressed
90579,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF MCMINNVILLE,US,71918000.0,42849691.824891776,29068308.175108224,Distressed
12030,FNB SOUTH,US,112006000.0,82946860.88431358,29059139.115686417,Distressed
227151,UNION STATE BANK,US,74189000.0,45143175.52911222,29045824.47088778,Distressed
851239,"POCA VALLEY BANK, INC., THE",US,42880000.0,13865486.891605765,29014513.108394235,Distressed
1872941,ARBOR BANK,US,56388000.0,27390752.035410643,28997247.964589357,Distressed
417626,PUTNAM COUNTY BANK,US,80161000.0,51207061.20970082,28953938.790299177,Distressed
197302,EAGLE BANK,US,66568000.0,37644055.73919228,28923944.260807723,Distressed
258306,MILFORD BANK THE,US,54394000.0,25475615.70075652,28918384.29924348,Distressed
510938,MIDAMERICA NATIONAL BANK,US,67796000.0,38885906.8715103,28910093.128489703,Distressed
613008,ROCKLAND TRUST COMPANY,US,3823772000.0,3794873694.079468,28898305.920532227,Safe
721949,"FIRST & FARMERS NATIONAL BANK, INC.",US,77559000.0,48780687.71490216,28778312.285097837,Distressed
106452,"PUEBLO BANK AND TRUST COMPANY, THE",US,80948000.0,52177149.7685805,28770850.231419504,Distressed
663245,SIMMONS BANK,US,3092464000.0,3063702542.8028355,28761457.197164536,Safe
720746,"BRADFORD NATIONAL BANK OF GREENVILLE, THE",US,57543000.0,28804534.10611278,28738465.89388722,Distressed
77253,TXN BANK,US,47811000.0,19088970.132842302,28722029.867157698,Distressed
594938,APPLE RIVER STATE BANK,US,48845000.0,20130188.328557312,28714811.671442688,Distressed
392778,CENTURY SAVINGS BANK,US,56792000.0,28145273.47192335,28646726.52807665,Distressed
2587916,MARINE BANK & TRUST COMPANY,US,48526000.0,19917461.62898323,28608538.37101677,Distressed
865544,CLEAR LAKE BANK AND TRUST COMPANY,US,52801000.0,24230454.69967249,28570545.30032751,Distressed
1479470,WOODLANDS BANK,US,45354000.0,16786088.36567658,28567911.63432342,Distressed
305442,"NEW WASHINGTON STATE BANK, THE",US,51562000.0,22994966.254344672,28567033.745655328,Distressed
447557,CITIZENS STATE BANK - LA CROSSE,US,77818000.0,49252429.4021247,28565570.597875297,Distressed
635840,LEGENCE BANK,US,61505000.0,32948988.634287894,28556011.365712106,Distressed
371362,WELLINGTON STATE BANK,US,48679000.0,20138546.77234927,28540453.22765073,Distressed
320052,LEGACY BANK,US,60271000.0,31757176.06194657,28513823.93805343,Distressed
526854,"HARDIN COUNTY BANK, THE",US,60015000.0,31638711.953273445,28376288.046726555,Distressed
188430,"FLORIDA CAPITAL BANK, N.A.",US,65935000.0,37560467.730609536,28374532.269390464,Distressed
306908,JEFF BANK,US,89911000.0,61547392.567367375,28363607.432632625,Distressed
494654,"AMERICAN BANK, NATIONAL ASSOCIATION",US,70571000.0,42209684.83222279,28361315.16777721,Distressed
3475083,TRISTATE CAPITAL BANK,US,1557891000.0,1529541531.4341755,28349468.56582451,Safe
